order_id;id_tariff;id_city;order_time;assign_time;arrive_time;ride_finish_time
1146352;114;15;06.08.2022 15:38;;;
1138071;112;16;05.08.2022 7:12;05.08.2022 7:18;05.08.2022 7:25;
1139783;112;12;04.08.2022 23:41;;;
1141674;111;11;05.08.2022 18:00;;;
1142974;111;11;07.08.2022 12:58;07.08.2022 12:59;07.08.2022 13:04;07.08.2022 13:26
1146430;111;18;02.08.2022 9:51;02.08.2022 9:54;02.08.2022 10:02;02.08.2022 10:13
1142362;111;19;04.08.2022 17:31;04.08.2022 17:35;04.08.2022 17:41;04.08.2022 17:55
1137811;112;12;05.08.2022 9:07;;;
1139554;115;12;06.08.2022 0:14;06.08.2022 0:19;06.08.2022 0:36;06.08.2022 0:54
1146197;114;17;04.08.2022 7:55;;;
1146173;114;11;01.08.2022 17:31;01.08.2022 17:35;01.08.2022 17:47;01.08.2022 18:08
1139537;115;11;05.08.2022 20:38;05.08.2022 20:42;05.08.2022 20:59;05.08.2022 21:22
1144930;113;12;02.08.2022 7:12;;;
1145880;111;11;01.08.2022 18:28;01.08.2022 18:34;01.08.2022 18:37;01.08.2022 18:59
1145043;112;11;01.08.2022 21:30;;;
1140177;111;11;06.08.2022 6:18;06.08.2022 6:24;06.08.2022 6:27;06.08.2022 6:51
1137281;111;11;02.08.2022 10:33;02.08.2022 10:37;;
1140472;112;12;04.08.2022 22:35;04.08.2022 22:37;;
1141558;112;12;01.08.2022 21:14;01.08.2022 21:15;;
1141324;111;11;03.08.2022 6:57;;;
1139717;111;17;01.08.2022 10:19;;;
1143642;111;12;04.08.2022 18:14;;;
1136809;111;15;07.08.2022 8:59;07.08.2022 9:00;07.08.2022 9:08;07.08.2022 9:23
1143908;113;13;05.08.2022 18:28;;;
1137323;111;13;04.08.2022 9:07;;;
1146457;112;12;03.08.2022 18:43;;;
1144783;111;17;03.08.2022 10:33;;;
1144484;111;11;04.08.2022 20:38;04.08.2022 20:40;;
1136953;111;12;01.08.2022 19:18;;;
1137254;112;12;05.08.2022 18:14;;;
1145302;115;11;07.08.2022 8:15;07.08.2022 8:18;07.08.2022 8:39;07.08.2022 9:00
1145324;113;11;04.08.2022 0:50;04.08.2022 0:52;04.08.2022 1:01;04.08.2022 1:27
1143582;114;11;01.08.2022 18:28;01.08.2022 18:34;01.08.2022 18:44;01.08.2022 19:05
1140523;113;11;01.08.2022 18:28;;;
1139586;114;19;05.08.2022 4:52;05.08.2022 4:59;05.08.2022 5:08;05.08.2022 5:23
1139595;113;19;03.08.2022 7:55;03.08.2022 7:59;03.08.2022 8:08;03.08.2022 8:21
1141083;114;12;03.08.2022 9:36;;;
1138493;111;11;01.08.2022 19:12;01.08.2022 19:14;01.08.2022 19:20;01.08.2022 19:43
1143469;113;12;02.08.2022 9:07;;;
1138000;111;14;07.08.2022 18:10;;;
1136938;114;12;05.08.2022 18:43;;;
1145573;111;13;06.08.2022 23:33;;;
1146281;113;15;01.08.2022 6:29;;;
1146168;115;12;04.08.2022 6:23;04.08.2022 6:27;04.08.2022 6:45;04.08.2022 7:06
1140165;115;12;03.08.2022 23:20;03.08.2022 23:23;;
1138328;113;11;01.08.2022 18:43;;;
1142144;111;13;01.08.2022 18:14;;;
1139919;114;11;05.08.2022 19:12;05.08.2022 19:14;05.08.2022 19:27;05.08.2022 19:49
1144506;111;16;01.08.2022 9:36;01.08.2022 9:38;01.08.2022 9:49;
1145702;111;16;06.08.2022 0:21;06.08.2022 0:27;06.08.2022 0:31;
1138613;111;12;07.08.2022 11:29;;;
1138834;112;14;07.08.2022 15:28;;;
1140152;112;13;02.08.2022 7:55;;;
1146141;112;18;01.08.2022 16:26;01.08.2022 16:33;01.08.2022 16:40;01.08.2022 16:53
1143835;113;11;03.08.2022 20:09;03.08.2022 20:14;03.08.2022 20:19;03.08.2022 20:42
1137862;111;11;07.08.2022 16:02;07.08.2022 16:04;07.08.2022 16:09;07.08.2022 16:30
1141566;114;12;02.08.2022 16:40;;;
1136909;111;15;02.08.2022 8:38;02.08.2022 8:43;02.08.2022 8:46;02.08.2022 9:02
1144745;113;11;05.08.2022 19:55;05.08.2022 19:58;;
1140005;112;12;06.08.2022 1:29;06.08.2022 1:30;;
1144555;114;13;03.08.2022 2:22;03.08.2022 2:28;03.08.2022 2:41;03.08.2022 2:54
1141382;111;18;06.08.2022 14:34;06.08.2022 14:37;06.08.2022 14:42;06.08.2022 14:52
1142780;111;12;03.08.2022 6:57;03.08.2022 7:00;03.08.2022 7:08;03.08.2022 7:25
1144446;113;18;07.08.2022 11:16;07.08.2022 11:20;07.08.2022 11:32;07.08.2022 11:43
1141199;113;11;05.08.2022 15:34;;;
1137311;113;13;02.08.2022 22:55;02.08.2022 22:59;02.08.2022 23:08;02.08.2022 23:21
1142553;114;14;05.08.2022 9:50;05.08.2022 9:55;;
1142542;111;11;04.08.2022 8:52;04.08.2022 8:55;04.08.2022 9:02;04.08.2022 9:20
1138051;114;19;02.08.2022 18:28;;;
1140486;114;11;06.08.2022 15:00;06.08.2022 15:08;06.08.2022 15:15;06.08.2022 15:39
1140060;111;12;03.08.2022 18:14;;;
1145610;111;12;07.08.2022 0:37;;;
1142012;111;15;06.08.2022 9:49;;;
1137058;111;15;04.08.2022 18:03;04.08.2022 18:10;04.08.2022 18:12;04.08.2022 18:31
1138290;113;19;04.08.2022 22:37;;;
1145737;113;16;04.08.2022 7:55;;;
1137671;111;17;01.08.2022 4:04;;;
1141829;113;14;04.08.2022 0:35;;;
1139339;111;15;03.08.2022 12:38;;;
1142624;111;15;04.08.2022 6:57;04.08.2022 7:03;04.08.2022 7:09;04.08.2022 7:24
1143265;111;11;05.08.2022 6:57;05.08.2022 7:02;05.08.2022 7:05;05.08.2022 7:30
1140335;111;13;05.08.2022 7:12;;;
1137150;115;11;04.08.2022 22:07;04.08.2022 22:13;04.08.2022 22:30;04.08.2022 22:55
1138096;112;11;06.08.2022 1:46;;;
1144184;112;15;04.08.2022 18:14;04.08.2022 18:21;04.08.2022 18:26;04.08.2022 18:38
1145225;112;15;07.08.2022 2:40;07.08.2022 2:45;07.08.2022 2:55;07.08.2022 3:10
1142627;111;13;04.08.2022 18:00;;;
1141826;113;14;04.08.2022 17:45;04.08.2022 17:47;04.08.2022 18:01;04.08.2022 18:07
1138399;113;19;02.08.2022 19:26;02.08.2022 19:30;02.08.2022 19:42;02.08.2022 19:52
1138119;112;12;02.08.2022 8:24;;;
1140981;112;11;05.08.2022 10:19;;;
1143588;114;19;05.08.2022 19:55;05.08.2022 20:02;05.08.2022 20:11;05.08.2022 20:25
1142457;115;19;02.08.2022 7:08;02.08.2022 7:12;02.08.2022 7:36;02.08.2022 7:45
1142363;111;12;03.08.2022 7:55;;;
1141357;112;15;06.08.2022 21:23;;;
1139405;114;11;06.08.2022 18:59;06.08.2022 19:04;;
1140691;112;11;04.08.2022 8:52;;;
1141585;111;15;02.08.2022 20:09;;;
1145176;112;15;04.08.2022 18:14;04.08.2022 18:16;04.08.2022 18:26;04.08.2022 18:40
1138229;112;12;05.08.2022 5:16;05.08.2022 5:21;05.08.2022 5:26;05.08.2022 5:42
1144016;115;11;05.08.2022 10:33;;;
1138128;111;12;01.08.2022 16:35;01.08.2022 16:38;01.08.2022 16:44;01.08.2022 17:04
1141757;112;15;01.08.2022 19:40;01.08.2022 19:43;01.08.2022 19:56;01.08.2022 20:07
1141764;111;11;03.08.2022 20:38;;;
1139189;111;11;04.08.2022 20:24;04.08.2022 20:26;;
1140783;112;12;04.08.2022 19:26;;;
1142296;111;15;03.08.2022 20:07;;;
1137359;111;17;02.08.2022 18:14;;;
1140003;112;18;02.08.2022 22:56;;;
1146253;111;11;07.08.2022 4:48;07.08.2022 4:52;07.08.2022 4:55;07.08.2022 5:16
1142527;113;12;02.08.2022 19:55;;;
1137241;113;14;04.08.2022 14:52;;;
1142055;112;13;03.08.2022 20:09;;;
1139937;112;11;03.08.2022 10:08;03.08.2022 10:14;03.08.2022 10:22;03.08.2022 10:43
1142821;112;11;02.08.2022 18:43;02.08.2022 18:49;;
1138987;113;12;07.08.2022 10:36;;;
1142464;112;11;04.08.2022 19:26;04.08.2022 19:29;;
1143340;111;16;01.08.2022 19:44;;;
1137021;112;13;05.08.2022 17:03;;;
1143323;112;11;03.08.2022 7:26;;;
1144109;113;14;04.08.2022 4:08;04.08.2022 4:15;04.08.2022 4:24;04.08.2022 4:36
1140747;114;14;02.08.2022 7:12;;;
1139547;111;12;01.08.2022 20:24;;;
1140476;114;12;07.08.2022 6:13;07.08.2022 6:20;07.08.2022 6:26;07.08.2022 6:48
1140266;113;13;02.08.2022 7:40;;;
1145837;114;18;03.08.2022 18:40;;;
1141334;111;16;05.08.2022 18:28;05.08.2022 18:34;05.08.2022 18:42;
1143459;113;18;04.08.2022 17:23;04.08.2022 17:26;04.08.2022 17:39;04.08.2022 17:49
1143572;112;18;06.08.2022 6:41;;;
1143940;111;11;07.08.2022 19:40;07.08.2022 19:41;;
1142045;113;12;02.08.2022 9:21;;;
1145893;115;11;01.08.2022 6:57;01.08.2022 7:04;01.08.2022 7:17;01.08.2022 7:39
1139306;111;19;01.08.2022 8:52;01.08.2022 8:54;01.08.2022 9:02;01.08.2022 9:19
1141536;112;11;07.08.2022 2:40;07.08.2022 2:41;07.08.2022 2:50;07.08.2022 3:13
1146835;111;19;03.08.2022 1:04;;;
1144441;114;13;02.08.2022 17:31;;;
1145999;111;18;07.08.2022 6:14;07.08.2022 6:18;07.08.2022 6:24;07.08.2022 6:36
1146553;111;19;05.08.2022 7:16;05.08.2022 7:20;;
1141732;111;16;02.08.2022 2:53;;;
1141830;112;12;03.08.2022 1:53;;;
1144629;115;16;01.08.2022 13:11;01.08.2022 13:18;01.08.2022 13:39;
1141201;111;11;04.08.2022 8:24;04.08.2022 8:28;04.08.2022 8:34;04.08.2022 8:54
1137673;111;11;01.08.2022 18:00;01.08.2022 18:03;01.08.2022 18:07;01.08.2022 18:29
1137913;114;19;01.08.2022 8:52;01.08.2022 9:00;01.08.2022 9:07;01.08.2022 9:27
1138271;113;14;03.08.2022 20:10;;;
1143711;115;14;03.08.2022 5:23;03.08.2022 5:29;03.08.2022 5:48;03.08.2022 5:57
1140529;112;11;07.08.2022 4:55;07.08.2022 4:59;07.08.2022 5:06;07.08.2022 5:29
1141736;112;11;04.08.2022 18:43;04.08.2022 18:47;;
1145151;113;12;03.08.2022 4:35;03.08.2022 4:37;;
1141466;113;18;05.08.2022 20:09;;;
1139090;115;11;04.08.2022 20:09;04.08.2022 20:15;04.08.2022 20:30;04.08.2022 20:54
1139639;112;14;04.08.2022 17:39;;;
1139166;111;15;05.08.2022 19:26;;;
1145106;112;18;01.08.2022 7:55;;;
1139871;112;11;04.08.2022 8:38;;;
1143611;112;18;05.08.2022 17:57;05.08.2022 18:00;;
1145393;112;13;05.08.2022 17:31;;;
1141345;112;12;06.08.2022 15:13;;;
1142922;113;16;05.08.2022 18:00;05.08.2022 18:01;05.08.2022 18:14;
1146799;113;17;04.08.2022 17:34;;;
1136805;112;11;07.08.2022 1:41;;;
1142184;111;16;06.08.2022 9:23;06.08.2022 9:28;06.08.2022 9:34;
1137068;112;11;04.08.2022 18:57;04.08.2022 19:01;04.08.2022 19:10;04.08.2022 19:32
1136776;114;12;01.08.2022 20:38;;;
1138683;112;16;01.08.2022 0:00;01.08.2022 0:07;01.08.2022 0:14;
1146289;112;19;07.08.2022 3:24;07.08.2022 3:29;;
1140115;113;11;06.08.2022 1:15;;;
1142084;112;12;02.08.2022 10:19;;;
1143578;114;11;01.08.2022 9:36;01.08.2022 9:43;;
1140485;115;13;04.08.2022 8:30;;;
1139080;112;15;07.08.2022 23:07;;;
1144379;112;12;04.08.2022 8:24;;;
1143829;112;14;06.08.2022 5:22;06.08.2022 5:28;06.08.2022 5:32;06.08.2022 5:48
1143894;114;19;03.08.2022 19:40;;;
1139755;111;12;02.08.2022 8:52;;;
1146912;111;11;01.08.2022 1:28;01.08.2022 1:35;;
1137689;111;12;05.08.2022 10:04;;;
1137172;111;13;03.08.2022 8:38;;;
1140931;111;19;01.08.2022 23:04;01.08.2022 23:06;;
1143666;111;19;05.08.2022 0:09;;;
1146073;111;11;06.08.2022 19:34;06.08.2022 19:39;06.08.2022 19:39;06.08.2022 20:08
1141425;111;15;06.08.2022 23:22;06.08.2022 23:28;06.08.2022 23:34;06.08.2022 23:49
1140867;112;18;07.08.2022 5:26;;;
1137177;112;11;02.08.2022 8:07;;;
1140353;114;11;02.08.2022 15:52;02.08.2022 15:57;02.08.2022 16:04;02.08.2022 16:29
1138532;112;17;02.08.2022 19:40;02.08.2022 19:47;02.08.2022 19:55;
1137178;114;11;03.08.2022 18:57;03.08.2022 19:01;03.08.2022 19:11;03.08.2022 19:37
1141996;112;14;01.08.2022 4:51;01.08.2022 4:54;01.08.2022 5:04;01.08.2022 5:14
1141027;113;11;05.08.2022 8:52;05.08.2022 8:59;05.08.2022 9:01;
1146037;111;18;07.08.2022 1:31;;;
1141943;111;11;04.08.2022 13:44;;;
1140525;112;12;04.08.2022 20:38;;;
1143198;112;13;04.08.2022 10:33;;;
1145502;114;13;04.08.2022 19:12;;;
1139966;113;11;04.08.2022 10:04;04.08.2022 10:08;;
1137767;114;11;01.08.2022 17:45;01.08.2022 17:49;01.08.2022 18:01;01.08.2022 18:25
1145557;111;17;01.08.2022 7:55;;;
1137680;111;13;04.08.2022 6:41;04.08.2022 6:42;04.08.2022 6:49;04.08.2022 7:02
1140941;111;15;03.08.2022 18:43;03.08.2022 18:46;03.08.2022 18:55;03.08.2022 19:11
1142692;113;14;01.08.2022 9:23;;;
1146885;115;11;01.08.2022 17:45;01.08.2022 17:49;;
1144274;115;11;01.08.2022 16:17;01.08.2022 16:19;01.08.2022 16:37;01.08.2022 17:03
1144064;115;17;05.08.2022 10:31;;;
1144331;114;11;03.08.2022 12:36;03.08.2022 12:40;;
1137544;115;11;03.08.2022 2:26;03.08.2022 2:29;;
1146336;114;11;02.08.2022 9:21;;;
1143260;114;13;03.08.2022 8:09;;;
1145195;111;11;02.08.2022 11:07;02.08.2022 11:10;02.08.2022 11:15;02.08.2022 11:39
1141628;112;19;04.08.2022 7:55;04.08.2022 8:01;04.08.2022 8:08;04.08.2022 8:24
1139270;115;11;03.08.2022 19:26;03.08.2022 19:29;03.08.2022 19:45;03.08.2022 20:10
1146459;111;13;05.08.2022 5:09;05.08.2022 5:12;05.08.2022 5:18;05.08.2022 5:36
1146681;112;15;06.08.2022 23:16;;;
1144803;112;11;07.08.2022 23:59;08.08.2022 0:00;;
1146477;114;11;07.08.2022 10:10;07.08.2022 10:16;;
1137217;111;19;03.08.2022 9:36;03.08.2022 9:38;03.08.2022 9:46;03.08.2022 9:58
1144495;112;13;02.08.2022 17:31;;;
1137422;111;13;01.08.2022 8:09;;;
1139773;111;19;06.08.2022 20:30;;;
1141265;111;16;01.08.2022 5:07;01.08.2022 5:13;01.08.2022 5:16;
1143247;111;14;05.08.2022 7:47;05.08.2022 7:50;05.08.2022 7:57;05.08.2022 8:08
1136935;112;18;03.08.2022 18:57;;;
1146530;113;19;07.08.2022 8:51;07.08.2022 8:53;07.08.2022 9:06;07.08.2022 9:18
1139847;114;11;05.08.2022 8:52;05.08.2022 8:59;05.08.2022 9:06;05.08.2022 9:28
1143755;111;13;01.08.2022 18:28;;;
1141770;113;14;04.08.2022 10:04;04.08.2022 10:09;;
1143707;111;12;02.08.2022 2:20;02.08.2022 2:26;02.08.2022 2:32;
1139870;111;12;06.08.2022 7:16;;;
1146277;111;19;06.08.2022 5:38;06.08.2022 5:39;06.08.2022 5:49;06.08.2022 6:05
1138402;113;14;01.08.2022 6:44;;;
1137796;111;11;06.08.2022 22:09;06.08.2022 22:13;;
1140315;112;12;04.08.2022 4:00;;;
1138336;111;15;02.08.2022 7:40;02.08.2022 7:45;02.08.2022 7:50;02.08.2022 8:07
1145517;111;12;05.08.2022 11:08;05.08.2022 11:11;05.08.2022 11:15;05.08.2022 11:31
1138789;113;12;04.08.2022 12:18;04.08.2022 12:23;;
1139159;111;11;01.08.2022 21:39;;;
1140274;112;17;04.08.2022 1:15;;;
1140633;112;11;05.08.2022 9:21;;;
1143550;114;15;03.08.2022 18:43;03.08.2022 18:51;03.08.2022 18:59;03.08.2022 19:17
1139231;112;18;06.08.2022 11:32;;;
1136876;112;11;03.08.2022 19:12;03.08.2022 19:14;;
1137055;114;11;02.08.2022 19:55;;;
1145152;112;11;06.08.2022 4:00;06.08.2022 4:01;06.08.2022 4:12;06.08.2022 4:33
1140006;111;11;05.08.2022 10:04;05.08.2022 10:07;05.08.2022 10:15;05.08.2022 10:33
1146750;112;11;03.08.2022 16:26;;;
1141145;112;14;05.08.2022 15:12;05.08.2022 15:15;05.08.2022 15:26;05.08.2022 15:39
1138395;113;12;05.08.2022 19:55;;;
1141622;111;12;06.08.2022 1:05;06.08.2022 1:08;06.08.2022 1:16;06.08.2022 1:30
1143972;111;17;02.08.2022 18:57;;;
1141705;112;12;05.08.2022 8:24;;;
1145808;114;19;07.08.2022 14:14;07.08.2022 14:21;07.08.2022 14:30;07.08.2022 14:47
1139102;114;12;07.08.2022 8:28;;;
1136882;111;17;01.08.2022 8:09;;;
1141869;112;13;01.08.2022 18:00;;;
1139298;113;11;07.08.2022 23:10;07.08.2022 23:15;07.08.2022 23:23;07.08.2022 23:48
1143212;115;12;07.08.2022 3:31;07.08.2022 3:36;07.08.2022 3:54;07.08.2022 4:09
1144628;111;16;01.08.2022 18:57;01.08.2022 19:00;01.08.2022 19:11;
1143658;115;13;05.08.2022 7:12;;;
1138721;111;12;01.08.2022 16:04;01.08.2022 16:05;01.08.2022 16:11;01.08.2022 16:28
1144464;111;11;02.08.2022 5:14;;;
1137331;112;11;06.08.2022 12:18;;;
1146698;112;16;01.08.2022 7:26;01.08.2022 7:27;01.08.2022 7:39;
1138125;112;15;02.08.2022 9:50;02.08.2022 9:51;02.08.2022 10:04;02.08.2022 10:19
1140538;112;13;04.08.2022 18:00;;;
1144929;114;11;02.08.2022 7:55;;;
1141988;111;19;04.08.2022 18:00;04.08.2022 18:03;;
1138175;111;11;04.08.2022 8:42;04.08.2022 8:44;04.08.2022 8:51;04.08.2022 9:16
1140935;114;13;04.08.2022 19:40;;;
1138372;111;11;05.08.2022 8:24;05.08.2022 8:25;05.08.2022 8:29;
1141127;113;11;03.08.2022 13:58;03.08.2022 14:00;03.08.2022 14:10;03.08.2022 14:34
1138807;111;12;03.08.2022 8:52;;;
1141922;111;12;03.08.2022 22:20;03.08.2022 22:22;;
1138850;111;17;01.08.2022 17:31;;;
1136961;111;13;06.08.2022 15:22;06.08.2022 15:24;06.08.2022 15:30;06.08.2022 15:49
1138416;112;12;05.08.2022 18:43;;;
1144276;112;12;05.08.2022 12:50;;;
1141862;114;13;02.08.2022 18:57;;;
1143482;112;11;01.08.2022 3:38;01.08.2022 3:44;01.08.2022 3:50;01.08.2022 4:16
1146539;113;19;05.08.2022 10:33;05.08.2022 10:38;05.08.2022 10:48;05.08.2022 11:02
1143570;111;11;05.08.2022 10:04;05.08.2022 10:06;05.08.2022 10:10;05.08.2022 10:33
1146612;111;13;05.08.2022 17:24;;;
1146100;111;11;04.08.2022 20:25;04.08.2022 20:26;04.08.2022 20:32;04.08.2022 20:57
1145788;112;11;05.08.2022 20:24;05.08.2022 20:27;05.08.2022 20:36;05.08.2022 20:59
1141957;111;12;03.08.2022 22:27;;;
1143094;113;16;03.08.2022 10:19;03.08.2022 10:21;;
1141108;111;19;03.08.2022 10:04;03.08.2022 10:06;03.08.2022 10:14;03.08.2022 10:28
1140396;115;11;04.08.2022 17:31;04.08.2022 17:33;04.08.2022 17:51;04.08.2022 18:18
1141339;112;11;06.08.2022 18:36;06.08.2022 18:41;06.08.2022 18:47;06.08.2022 19:10
1137572;112;16;02.08.2022 0:51;02.08.2022 0:58;02.08.2022 1:05;
1145455;112;13;06.08.2022 19:25;06.08.2022 19:29;06.08.2022 19:36;06.08.2022 19:51
1142995;113;12;04.08.2022 19:26;;;
1146629;114;17;07.08.2022 5:47;;;
1146883;112;15;05.08.2022 6:24;05.08.2022 6:28;05.08.2022 6:40;05.08.2022 6:55
1142062;111;17;01.08.2022 9:21;;;
1145888;112;15;05.08.2022 19:12;;;
1143145;114;11;01.08.2022 17:45;01.08.2022 17:52;;
1136795;112;19;05.08.2022 20:09;05.08.2022 20:11;05.08.2022 20:20;05.08.2022 20:34
1142966;112;19;02.08.2022 9:36;;;
1140142;114;12;05.08.2022 20:09;;;
1136955;111;14;04.08.2022 20:09;;;
1137210;113;12;06.08.2022 7:24;;;
1142261;114;11;07.08.2022 8:23;07.08.2022 8:28;07.08.2022 8:36;07.08.2022 9:00
1141920;112;19;02.08.2022 1:12;02.08.2022 1:17;02.08.2022 1:23;02.08.2022 1:37
1145084;111;14;03.08.2022 11:36;03.08.2022 11:40;03.08.2022 11:43;03.08.2022 11:55
1143878;114;11;01.08.2022 9:27;01.08.2022 9:34;01.08.2022 9:41;
1138822;113;11;05.08.2022 15:11;05.08.2022 15:14;05.08.2022 15:24;05.08.2022 15:46
1139489;112;11;02.08.2022 8:38;;;
1146499;113;19;01.08.2022 18:43;01.08.2022 18:48;01.08.2022 18:54;01.08.2022 19:10
1144560;112;15;04.08.2022 10:44;04.08.2022 10:51;04.08.2022 10:56;04.08.2022 11:11
1143824;113;11;05.08.2022 7:00;05.08.2022 7:06;;
1143517;111;18;04.08.2022 7:40;;;
1140401;114;13;01.08.2022 9:21;;;
1145608;112;15;07.08.2022 21:49;;;
1142027;112;16;04.08.2022 1:36;;;
1144508;113;11;01.08.2022 18:00;01.08.2022 18:03;01.08.2022 18:13;01.08.2022 18:32
1141507;115;17;02.08.2022 19:40;;;
1144647;111;12;04.08.2022 8:52;;;
1143764;111;11;02.08.2022 20:38;;;
1141711;115;18;06.08.2022 15:51;;;
1139841;114;12;03.08.2022 13:44;03.08.2022 13:50;03.08.2022 14:01;03.08.2022 14:17
1146088;112;11;01.08.2022 18:57;01.08.2022 18:59;;
1136934;111;11;04.08.2022 18:14;04.08.2022 18:15;;
1144499;111;14;01.08.2022 12:24;01.08.2022 12:26;01.08.2022 12:35;01.08.2022 12:43
1141916;111;17;04.08.2022 17:45;;;
1139857;113;14;02.08.2022 7:12;;;
1139264;111;11;06.08.2022 12:44;06.08.2022 12:49;;
1141137;112;12;03.08.2022 10:19;;;
1143790;114;18;05.08.2022 17:23;;;
1138347;111;11;04.08.2022 9:50;04.08.2022 9:55;;
1138343;111;12;07.08.2022 9:59;;;
1140349;111;17;01.08.2022 6:57;;;
1145248;111;12;06.08.2022 0:02;;;
1142087;112;12;07.08.2022 2:16;07.08.2022 2:20;07.08.2022 2:27;07.08.2022 2:44
1143564;111;14;03.08.2022 18:10;03.08.2022 18:12;;
1144996;111;14;02.08.2022 9:21;02.08.2022 9:23;;
1145513;112;11;04.08.2022 10:02;;;
1142829;112;13;06.08.2022 1:33;06.08.2022 1:36;;
1138299;111;12;05.08.2022 8:09;;;
1141437;111;14;04.08.2022 18:51;04.08.2022 18:54;;
1143840;111;15;05.08.2022 17:45;05.08.2022 17:49;05.08.2022 17:53;05.08.2022 18:11
1146301;111;12;01.08.2022 19:26;;;
1141960;115;11;05.08.2022 5:06;;;
1142346;112;14;03.08.2022 18:14;03.08.2022 18:18;03.08.2022 18:28;03.08.2022 18:36
1145022;112;15;05.08.2022 7:26;05.08.2022 7:27;05.08.2022 7:37;05.08.2022 7:51
1138305;111;12;01.08.2022 19:26;;;
1139493;111;15;03.08.2022 17:31;03.08.2022 17:37;03.08.2022 17:41;03.08.2022 17:55
1141451;114;17;05.08.2022 19:40;;;
1141106;112;12;05.08.2022 19:40;;;
1142383;111;19;02.08.2022 9:50;;;
1145120;112;14;05.08.2022 8:38;05.08.2022 8:43;;
1146183;114;14;07.08.2022 9:57;;;
1142120;114;17;05.08.2022 23:06;;;
1138330;111;13;07.08.2022 21:46;;;
1144504;111;12;05.08.2022 9:07;;;
1137222;114;12;04.08.2022 19:55;;;
1145844;111;19;05.08.2022 18:00;05.08.2022 18:06;05.08.2022 18:11;05.08.2022 18:23
1137088;111;15;01.08.2022 8:38;;;
1145551;111;11;05.08.2022 6:52;05.08.2022 6:57;05.08.2022 6:57;05.08.2022 7:21
1137231;111;12;04.08.2022 19:29;;;
1140547;111;17;04.08.2022 9:02;;;
1138114;111;11;05.08.2022 7:12;;;
1144218;111;11;05.08.2022 8:24;05.08.2022 8:29;;
1141839;111;11;05.08.2022 9:21;;;
1142794;114;12;01.08.2022 15:53;;;
1143716;114;11;05.08.2022 8:52;05.08.2022 8:59;05.08.2022 9:10;05.08.2022 9:29
1140077;111;15;02.08.2022 4:40;02.08.2022 4:42;02.08.2022 4:52;02.08.2022 5:05
1142958;111;18;04.08.2022 21:24;;;
1139078;111;11;02.08.2022 20:38;;;
1146068;111;12;03.08.2022 20:24;;;
1139762;111;17;05.08.2022 9:21;;;
1142241;113;17;01.08.2022 7:55;01.08.2022 8:01;01.08.2022 8:09;
1139310;112;11;05.08.2022 16:17;;;
1146473;111;17;03.08.2022 21:11;;;
